title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
Data Scientist,Toyota,"Remote in Plano, TX 75023+1 location","A pioneer in K–12 education since 2000, Amplify is leading the way in next-generation curriculum and assessment. Our captivating core and supplemental…",1 day ago,2022-05-19,1370160.0,indeed,pioneer k–12 education since 2000 amplify lead way next generation curriculum assessment captivate core supplemental…
newAssociate Data Scientist (Remote),Toyota,"Remote in Plano, TX 75023+1 location","The Home Depot is able to offer virtual employment of this position in the following states: AK, AZ, CA, GA, HI, ID, IL, KS, KY, ME, MA, MI, MN, MT, NE, NV,…",1 day ago,2022-05-19,1370160.0,indeed,home depot able offer virtual employment position following state ak az ca ga hi id il k ky mi mn mt ne nv…
Data Scientist II - Algorithmic Justice Specialist,Toyota,"Remote in Plano, TX 75023+1 location","Title: Data Scientist II - Algorithmic Justice Specialist Office: National Offices Location: New York, NY Apply for this job Job postings are hosted on…",1 day ago,2022-05-19,1370160.0,indeed,title data scientist ii algorithmic justice specialist office national office location new york ny apply job job posting host on…
Data Scientist- Merchandising Analytics - Remote,Toyota,"Remote in Plano, TX 75023+1 location","Job Description Join a high impact, customer-obsessed analytics team! Nordstrom is a specialty retailer offering the very best in fashion and customer…",1 day ago,2022-05-19,1370160.0,indeed,job description join high impact customer obsess analytics team nordstrom specialty retailer offer best fashion customer…
Data Scientist,Toyota,"Remote in Plano, TX 75023+1 location",Travel Required: Less than 10% Requisition Type: Regular We are GDIT. We take pride in providing our clients with the data they need to make important…,1 day ago,2022-05-19,1370160.0,indeed,travel require less 10 requisition type regular gdit take pride provide client data need make important…
Data Scientist,Toyota,"Remote in Plano, TX 75023+1 location","BlocPower is a clean energy leader creating smarter, greener, healthier buildings for all by reducing the barriers to money-saving, quality-of-life-improving…",1 day ago,2022-05-19,1370160.0,indeed,blocpower clean energy leader create smart greener healthy building reduce barrier money save quality life improving…
Data Scientist (Remote),Toyota,"Remote in Plano, TX 75023+1 location",Our work matters. We help people get the medicine they need to feel better and live well. We do not lose sight of that. It fuels our passion and drives every…,1 day ago,2022-05-19,1370160.0,indeed,work matter help people get medicine need feel well live well lose sight fuel passion drive every…
Data Scientist (Remote),Yelp,Remote,"Communicate key insights from analyses, experiments and data products to stakeholders.Prior industry experience building online experimentation and machine…",30 days ago,2022-05-19,1370160.0,indeed,communicate key insight analysis experiment data product stakeholdersprior industry experience build online experimentation machine…
Data Scientist,Yelp,Remote,The Data Scientist will be a technology leader that will bring our Data Science practices to the next level using a hands-on approach and a passion for deriving…,30 days ago,2022-05-19,1370160.0,indeed,data scientist technology leader bring data practice next level use hand approach passion deriving…
Data Scientist,Yelp,Remote,"Performs duties related to data mining, machine learning, statistical modeling, and analytics to build algorithms that will result in massive improvements to…",30 days ago,2022-05-19,1370160.0,indeed,performs duty relate data mining machine learn statistical modeling analytics build algorithm result massive improvement to…
Data Scientist 1,Yelp,Remote,"Practical knowledge in different machine learning approaches including physics-informed machine learning and various deep learning architectures (e.g., MLP, CNN…",30 days ago,2022-05-19,1370160.0,indeed,practical knowledge different machine learning approach include physic informed machine learning various deep learning architecture eg mlp cnn…
Data Scientist,Yelp,Remote,"Practical experience and strong understanding of techniques in machine learning (feature engineering, supervised & unsupervised learning, optimization…",30 days ago,2022-05-19,1370160.0,indeed,practical experience strong understanding technique machine learning feature engineering supervise unsupervised learning optimization…
Data Scientist,Yelp,Remote,"As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by…",30 days ago,2022-05-19,1370160.0,indeed,data scientist responsible collaborate business stakeholder data scientist data engineer solve business problem …
Data Scientist,Yelp,Remote,"Design, validate, and visualize data-driven models, including machine learning approaches, to understand social and behavioral phenomena in support of AIR’s…",30 days ago,2022-05-19,1370160.0,indeed,design validate visualize data driven model include machine learning approach understand social behavioral phenomenon support air ’ …
Data Scientist,Yelp,Remote,"At Amplify, data scientists work as embedded members of cross-functional teams with learning scientists, psychometricians, product owners, engineers, and others…",30 days ago,2022-05-19,1370160.0,indeed,amplify data scientist work embedded member cross functional team learn scientist psychometricians product owner engineer others…
Data Scientist- Remote,Yelp,Remote,"Analytics: Use analytical applications like R, Python, Alteryx, ArcGIS to identify trends and relationships between different pieces of data, draw appropriate…",30 days ago,2022-05-19,1370160.0,indeed,analytics use analytical application like r python alteryx arcgis identify trend relationship different piece data draw appropriate…
